skill,count,avg_price,max_price,min_price,created_at
JNI,1,75,75,75,20210325
JNI,1,75,75,75,20210330
JNI,2,70,75,65,20210401
JNI,2,70,75,65,20210405
JNI,2,70,75,65,20210410
JNI,2,70,75,65,20210415
JNI,2,70,75,65,20210503
JNI,2,70,75,65,20210504
JNI,2,70,75,65,20210505
JNI,2,70,75,65,20210506
JNI,2,70,75,65,20210507
JNI,2,70,75,65,20210508
JNI,2,70,75,65,20210509
JNI,2,70,75,65,20210510
JNI,2,70,75,65,20210511
JNI,2,70,75,65,20210512
JNI,2,70,75,65,20210513
JNI,2,70,75,65,20210514
JNI,2,70,75,65,20210515
JNI,2,70,75,65,20210516
JNI,2,70,75,65,20210517
JNI,2,70,75,65,20210518
JNI,2,70,75,65,20210519
JNI,2,70,75,65,20210520
JNI,2,70,75,65,20210521
JNI,2,70,75,65,20210522
JNI,2,70,75,65,20210523
JNI,2,70,75,65,20210524
JNI,2,70,75,65,20210525
JNI,2,70,75,65,20210526
JNI,2,70,75,65,20210527
JNI,2,70,75,65,20210528
JNI,2,70,75,65,20210529
JNI,2,70,75,65,20210530
JNI,2,70,75,65,20210531
JNI,2,70,75,65,20210602
JNI,2,70,75,65,20210603
JNI,2,70,75,65,20210604
JNI,2,70,75,65,20210605
JNI,2,70,75,65,20210606
JNI,2,70,75,65,20210607
JNI,2,70,75,65,20210608
JNI,2,70,75,65,20210609
JNI,2,70,75,65,20210610
JNI,2,70,75,65,20210611
JNI,2,70,75,65,20210613
JNI,2,70,75,65,20210614
JNI,2,70,75,65,20210615
JNI,2,70,75,65,20210616
JNI,2,70,75,65,20210617
JNI,2,70,75,65,20210618
JNI,2,70,75,65,20210619
JNI,2,70,75,65,20210620
JNI,2,70,75,65,20210621
JNI,2,70,75,65,20210622
JNI,2,70,75,65,20210623
JNI,2,70,75,65,20210624
JNI,2,70,75,65,20210625
JNI,2,70,75,65,20210626
JNI,2,70,75,65,20210627
JNI,2,70,75,65,20210628
JNI,2,70,75,65,20210629
JNI,2,70,75,65,20210630
JNI,2,70,75,65,20210702
JNI,2,70,75,65,20210703
JNI,2,70,75,65,20210704
JNI,2,70,75,65,20210705
JNI,2,70,75,65,20210706
JNI,2,70,75,65,20210707
JNI,2,70,75,65,20210708
JNI,2,70,75,65,20210709
JNI,2,70,75,65,20210710
JNI,2,70,75,65,20210711
JNI,2,70,75,65,20210713
JNI,2,70,75,65,20210714
JNI,2,70,75,65,20210715
JNI,2,70,75,65,20210716
JNI,2,70,75,65,20210717
JNI,2,70,75,65,20210718
JNI,2,70,75,65,20210719
JNI,2,70,75,65,20210720
JNI,2,70,75,65,20210721
JNI,2,70,75,65,20210722
JNI,2,70,75,65,20210723
JNI,2,70,75,65,20210724
JNI,2,70,75,65,20210725
JNI,2,70,75,65,20210726
JNI,2,70,75,65,20210727
JNI,2,70,75,65,20210728
JNI,2,70,75,65,20210729
JNI,2,70,75,65,20210730
JNI,2,70,75,65,20210731
JNI,2,70,75,65,20210802
JNI,2,70,75,65,20210803
JNI,2,70,75,65,20210804
JNI,2,70,75,65,20210805
JNI,2,70,75,65,20210806
JNI,2,70,75,65,20210807
JNI,2,70,75,65,20210808
JNI,2,70,75,65,20210809
JNI,2,70,75,65,20210810
JNI,2,70,75,65,20210812
JNI,2,70,75,65,20210814
JNI,2,70,75,65,20210815
JNI,2,70,75,65,20210816
JNI,2,70,75,65,20210817
JNI,2,70,75,65,20210818
JNI,2,70,75,65,20210819
JNI,2,70,75,65,20210820
JNI,2,70,75,65,20210821
JNI,2,70,75,65,20210822
JNI,2,70,75,65,20210823
JNI,2,70,75,65,20210824
JNI,2,70,75,65,20210825
JNI,2,70,75,65,20210826
JNI,2,70,75,65,20210827
JNI,2,70,75,65,20210828
JNI,2,70,75,65,20210829
JNI,2,70,75,65,20210830
